image_id,text,category,challenge,note
1254,an ornate jewel-encrusted key,Artifacts,Simple Detail,
1255,a goat wearing headphones,Animals,Simple Detail,
1256,a small tree covered in white blossoms,Produce & Plants,Simple Detail,
1257,an antique chest,Artifacts,Simple Detail,
1258,a coffee table with a magazine on it,Indoor Scenes,Simple Detail,
1259,a yellow wall with two framed sketches,Indoor Scenes,Simple Detail,
1260,a squirrell driving a toy car,Animals,Simple Detail,
1261,a penguin standing on a sidewalk,Animals,Simple Detail,
1262,a basketball hoop with a large blue ball stuck in it,Outdoor Scenes,Simple Detail,
1263,a racoon holding a shiny red apple over its head,Animals,Simple Detail,
1264,a pair of glasses under a computer monitor,Artifacts,Simple Detail,
1265,a throw rug on a stone floor,Artifacts,Simple Detail,
1266,a beach with apartment buildings next to it,Outdoor Scenes,Simple Detail,
1267,a moose standing over a fox,Animals,Simple Detail,
1268,a massive statue of Hanuman,World Knowledge,Simple Detail,
1269,a black t-shirt,Artifacts,Simple Detail,
1270,a small airplane,Vehicles,Simple Detail,
1271,an airplane taking off of a runway,Vehicles,Simple Detail,
1272,a monarch butterfly,Animals,Simple Detail,
1273,a lizard that just lost its tail,Animals,Simple Detail,
1274,a golden doorknocker on a red door,Artifacts,Simple Detail,
1275,a pitcher of orange juice,Food & Beverage,Simple Detail,
1276,a glass of orange juice,Food & Beverage,Simple Detail,
1277,a green pepper cut in half on a plate,Food & Beverage,Simple Detail,
1278,a green pepper sliced into many pieces,Food & Beverage,Simple Detail,
1279,a full pint of IPA,Food & Beverage,Simple Detail,
1280,a half-full pitcher of stout,Food & Beverage,Simple Detail,
1281,Times Square during the day,World Knowledge,Simple Detail,
1282,Times Square at night,World Knowledge,Simple Detail,
1283,the Kremlin at night,World Knowledge,Simple Detail,
1284,a hot air balloon floating by the Kremlin,World Knowledge,Simple Detail,
1285,a black shoe with a lightning bolt on it,Artifacts,Simple Detail,
1286,a plant with small flowers with purple petals,Produce & Plants,Simple Detail,
1287,a plant with orange flowers shaped like stars,Produce & Plants,Simple Detail,
1288,a flower with large yellow petals,Produce & Plants,Simple Detail,
1289,a yellow diamond-shaped sign,Artifacts,Simple Detail,
1290,an elephant in a tennis court,Animals,Simple Detail,
1291,a silver fire hydrant next to a sidewalk,Artifacts,Simple Detail,
1292,a yellow fire hydrant in grass,Artifacts,Simple Detail,
1293,a red fire hydrant by a brick wall,Artifacts,Simple Detail,
1294,a rusty fire hydrant surrounded by dirt,Artifacts,Simple Detail,
1295,a fire hydrant with graffiti on it,Artifacts,Simple Detail,
1296,a snake curled around a wooden post,Animals,Simple Detail,
1297,a grand piano with a white bench,Indoor Scenes,Simple Detail,
1298,a piano with Christmas lights all over it,Indoor Scenes,Simple Detail,
1299,a piano with an open song book above the keys,Indoor Scenes,Simple Detail,
1300,an ornate gold harp,Artifacts,Simple Detail,
1301,a massive modern windmill,Outdoor Scenes,Simple Detail,
1302,a red sport bike,Vehicles,Simple Detail,
1303,a painting of black and white vertical stripes,Illustrations,Simple Detail,
1304,a painting of black and white checkerboard,Illustrations,Simple Detail,
1305,a painting of black and white with a red border,Illustrations,Simple Detail,
1306,a team playing baseball,People,Simple Detail,
1307,children on a couch,People,Simple Detail,
1308,a woman with long hair,People,Simple Detail,
1309,a man standing under a tree,People,Simple Detail,
1310,a smiling man,People,Simple Detail,
1311,an elderly woman,People,Simple Detail,
1312,an old man,People,Simple Detail,
1313,a man with puppet,People,Simple Detail,
1314,a boy going to school,People,Simple Detail,
1315,a girl going to a farm,People,Simple Detail,
1316,a family on a road trip,People,Simple Detail,
1317,a father and a son playing tennis,People,Simple Detail,
1318,a man heading a soccer ball,People,Simple Detail,
1319,a sad man with green hair,People,Simple Detail,
1320,a woman with sunglasses and red hair,People,Simple Detail,
1321,a man looking at a distant mountain,People,Simple Detail,
1322,a woman looking at a house,People,Simple Detail,
1323,a man riding a horse,People,Simple Detail,
1324,a man chasing a cat,People,Simple Detail,
1325,a man chasing a horse,People,Simple Detail,
1326,a pumpkin on a man's head,People,Simple Detail,
1327,an angry man,People,Simple Detail,
1328,a frustrated child,People,Simple Detail,
1329,a laughing woman,People,Simple Detail,
1330,a woman running on a trail,People,Simple Detail,
1331,a boy jumping off a wall,People,Simple Detail,
1332,a girl diving into a pool,People,Simple Detail,
1333,a man banging on a door,People,Simple Detail,
1334,a comic book supervillian,Artifacts,Simple Detail,
1335,Downtown Istanbul at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1336,Downtown Seattle at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1337,Downtown Beijing at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1338,Downtown Rio de Janeiro at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1339,Downtown LA at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1340,Downtown Sydney at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1341,Downtown Sanfrancisco at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1342,Downtown Singapore at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1343,Downtown NYC at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1344,Downtown Austin at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1345,Downtown Shanghai at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1346,Downtown Saigon at sunrise. detailed ink wash.,World Knowledge,Style & Format,
1347,A section of the Great Wall in the mountains. detailed charcoal sketch.,World Knowledge,Style & Format,
1348,The Great Hypostyle Hall of Karnak. detailed charcoal sketch.,World Knowledge,Style & Format,
1349,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,World Knowledge,Style & Format,
1350,Taj Mahal with its reflection. detailed charcoal sketch.,World Knowledge,Style & Format,
1351,A spaceship made of cardboard.,Artifacts,Style & Format,
1352,A old phonograph made of cardboard.,Artifacts,Style & Format,
1353,A castle made of cardboard.,Artifacts,Style & Format,
1354,A photo of a dragonfly made of water.,Animals,Style & Format,
1355,A photo of a panda made of water.,Animals,Style & Format,
1356,A photo of a teddy bear made of water.,Animals,Style & Format,
1357,A photo of a crocodile made of water.,Animals,Style & Format,
1358,A photo of a lotus flower made of water.,Produce & Plants,Style & Format,
1359,A photo of a maple leaf made of water.,Produce & Plants,Style & Format,
1360,A photo of a palm tree made of water.,Produce & Plants,Style & Format,
1361,A photo of a four-leaf clover made of water.,Produce & Plants,Style & Format,
1362,an abstract oil painting in deep red and black with a thick patches of white,Arts,Style & Format,
1363,"light and happiness throughout and finding its way to every corner of the world, abstract oil painting",Arts,Style & Format,
1364,"trying to find my way in a big confusing world, abstract oil painting",Arts,Style & Format,
1365,"the door of knowing, a portal brightly opening the way through darkness. abstract anime landscape oil painting.",Arts,Style & Format,
1366,A soft beam of light shines down on an armored granite wombat warrior statue holding a broad sword. The statue stands an ornate pedestal in the cella of a temple. wide-angle lens. anime oil painting.,Animals,Style & Format,
1367,Oil painting generated by artificial intelligence,Abstract,Style & Format,
1368,A heavy metal tiger standing on a rooftop while singing and jamming on an electric guitar under a spotlight. anime illustration.,Animals,Style & Format,
1369,A funny Rube Goldberg machine made out of metal,World Knowledge,Style & Format,
1370,A funny Rube Goldberg machine made out of paper,World Knowledge,Style & Format,
1371,A funny Rube Goldberg machine made out of wood,World Knowledge,Style & Format,
1372,"Oil painting of a giant robot made of sushi, holding chopsticks.",Artifacts,Style & Format,
1373,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Charcoal.,Animals,Style & Format,
1374,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Child's crayon drawing.,Animals,Style & Format,
1375,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Chinese ink.,Animals,Style & Format,
1376,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Comic.,Animals,Style & Format,
1377,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Marble statue.,Animals,Style & Format,
1378,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Oil on canvas.,Animals,Style & Format,
1379,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Photograph.,Animals,Style & Format,
1380,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Watercolor.,Animals,Style & Format,
1381,Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Woodcut.,Animals,Style & Format,
1382,"A rusty spaceship blasts off in the foreground. A city with tall skyscrapers is in the distance, with a mountain and ocean in the background. A dark moon is in the sky. realistic high-contrast anime illustration.",Vehicles,Style & Format,
1383,A photo of an Athenian vase with a painting of pandas playing basketball in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1384,A photo of an Athenian vase with a painting of pandas playing soccer in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1385,A photo of an Athenian vase with a painting of pandas playing tennis in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1386,A photo of an Athenian vase with a painting of pangolins playing basketball in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1387,A photo of an Athenian vase with a painting of pangolins playing soccer in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1388,A photo of an Athenian vase with a painting of pangolins playing tennis in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1389,A photo of an Athenian vase with a painting of toucans playing basketball in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1390,A photo of an Athenian vase with a painting of toucans playing soccer in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1391,A photo of an Athenian vase with a painting of toucans playing tennis in the style of Egyptian hieroglyphics,World Knowledge,Style & Format,
1392,"A shiny VW van in front of a cityscape. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. High-contrast oil painting.",World Knowledge,Style & Format,
1393,"A shiny VW van that has flowers painted on it. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. ink sketch.",World Knowledge,Style & Format,
1394,Wood engraving of the Greek letter Omega,World Knowledge,Style & Format,
1395,a satellite image of a costal french city there is a large park on the west side and a mountain to the north. There is a cloud covering part of the image,Illustrations,Style & Format,
1396,"A gundam stands tall with its sword raised. A city with tall skyscrapers is in the distance, with a mountain and ocean in the background. A dark moon is in the sky. realistic high-contrast anime illustration.",World Knowledge,Style & Format,
1397,Hokusai's version of Animal Farm,Arts,Style & Format,
1398,"A photograph in a temple of a wall painting depicting pandas playing tennis, in the style of Egyptian tomb hieroglyphics",World Knowledge,Style & Format,
1399,"an old raccoon wearing a top hat and holding an apple, oil painting in the style of van gogh",Arts,Style & Format,
1400,"portrait of a well-dressed raccoon, oil painting in the style of Rembrandt",Arts,Style & Format,
1401,"close-up portrait of a smiling businesswoman holding a cell phone, oil painting in the style of Rembrandt",People,Style & Format,
1402,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",People,Style & Format,
1403,"a sport car melting into a clock, surrealist painting in the style of Salvador Dali",Arts,Style & Format,
1404,a stained glass window depicting a calm tyrannosaurus rex,Illustrations,Style & Format,
1405,a tennis match in the style of Egyptian hieroglyphic tomb paintings,World Knowledge,Style & Format,
1406,vibrant portrait painting of Salvador Dalí with a robotic half face,People,Style & Format,DALL-E 2
1407,"an espresso machine that makes coffee from human souls, high-contrast painting",Artifacts,Style & Format,DALL-E 2
1408,"panda mad scientist mixing sparkling chemicals, high-contrast painting",Animals,Style & Format,DALL-E 2
1409,"a dolphin in an astronaut suit on saturn, high-contrast painting",Animals,Style & Format,DALL-E 2
1410,The Oriental Pearl in sketch style,World Knowledge,Style & Format,CogView
1411,The Oriental Pearl in Chinese painting,World Knowledge,Style & Format,CogView
1412,The Oriental Pearl in oil painting,World Knowledge,Style & Format,CogView
1413,a capybara made of voxels sitting in a field,Animals,Style & Format,DALL-E
1414,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",Illustrations,Style & Format,DALL-E
1415,a professional high quality emoji of a lovestruck cup of boba,Illustrations,Style & Format,DALL-E
1416,a dutch baroque painting of a horse in a field of flowers,Arts,Style & Format,
1417,Icon of a red heart,Illustrations,Style & Format,VQ-Diffusion
1418,A cartoon house with red roof,Illustrations,Style & Format,VQ-Diffusion
1419,A cartoon tiger face,Animals,Style & Format,VQ-Diffusion
1420,Face of an orange frog in cartoon style,Animals,Style & Format,VQ-Diffusion
1421,A vector illustration of a tree,Illustrations,Style & Format,VQ-Diffusion
1422,an abstract painting of the Empire State Building,World Knowledge,Style & Format,
1423,an abstract painting of the Sydney Opera House,World Knowledge,Style & Format,
1424,a painting of a white country home with a wrap-around porch,Outdoor Scenes,Style & Format,
1425,an oil painting of a cat playing checkers,Arts,Style & Format,
1426,a surrealist dream-like oil painting by salvador dalí of a cat playing checkers,Arts,Style & Format,GLIDE
1427,an oil painting of a hamster dragon,Arts,Style & Format,GLIDE
1428,a high-quality oil painting of a psychedelic hamster dragon,Arts,Style & Format,GLIDE
1429,a painting of a fox in the style of starry night,Arts,Style & Format,GLIDE
1430,a stained glass window of a panda eating bamboo,Artifacts,Style & Format,GLIDE
1431,a crayon drawing of a space elevator,Vehicles,Style & Format,GLIDE
1432,a futuristic city in synthwave style,Outdoor Scenes,Style & Format,GLIDE
1433,a pixel art corgi pizza,Illustrations,Style & Format,GLIDE
1434,a green clock in the shape of a pentagon,Artifacts,Style & Format,DALL-E
1435,a painting of a phone from the 20s,Artifacts,Style & Format,DALL-E
1436,a painting of the food of china,Food & Beverage,Style & Format,DALL-E
1437,a photograph of a bust of homer,People,Style & Format,DALL-E
1438,a drawing of a bust of homer,People,Style & Format,DALL-E
1439,an armchair in the shape of an avocado,Artifacts,Style & Format,DALL-E
1440,a painting of the skyline of New York City,World Knowledge,Style & Format,
1441,a drawing of the skyline of New York City,World Knowledge,Style & Format,
1442,a cartoon of a train going to the moon,Vehicles,Style & Format,
1443,a cartoon of a cow jumping over the moon,Animals,Style & Format,
1444,orange jello in the shape of a man,Food & Beverage,Style & Format,
1445,a comic about a friendly car in the city,Artifacts,Style & Format,
1446,a painting of street in Paris,World Knowledge,Style & Format,
1447,a painting of a canal in Venice,World Knowledge,Style & Format,
1448,"an abstract painting with blue, red and black",Arts,Style & Format,
1449,an abstract painting of a waterfall,Arts,Style & Format,
1450,an abstract painting of a spaceship,Arts,Style & Format,
1451,an abstract painting of a pond with a bridge,Arts,Style & Format,
1452,a cartoon of an angry shark,Animals,Style & Format,
1453,a cartoon of a happy car on the road,Vehicles,Style & Format,
1454,a cartoon of a bear birthday party,Animals,Style & Format,
1455,a drawing of a house on a mountain,Arts,Style & Format,
1456,a cartoon of a house on a mountain,Illustrations,Style & Format,
1457,a painting of a house on a mountain,Arts,Style & Format,
1458,an abstract painting of a house on a mountain,Arts,Style & Format,
1459,a painting of a peaceful lakeside landscape,Arts,Style & Format,
1460,a drawing of a peaceful lakeside landscape,Arts,Style & Format,
1461,a map of Australia,World Knowledge,Style & Format,
1462,a map of Italy,World Knowledge,Style & Format,
1463,a map of South America,World Knowledge,Style & Format,
1464,a map of Texas,World Knowledge,Style & Format,
1465,a map of Manhattan,World Knowledge,Style & Format,
1466,an impressionistic painting of tree and a building,Arts,Style & Format,
1467,an abstract painting of a tree and a building,Arts,Style & Format,
1468,a watercolor painting of a tree and a building,Arts,Style & Format,
1469,an oil painting of a tree and a building,Arts,Style & Format,
1470,"an abstract painting of three triangles in blue, red and white",Arts,Style & Format,
1471,"an abstract painting of three triangles in blue, yellow and red",Arts,Style & Format,
1472,"an abstract painting of three squares in blue, red and white",Arts,Style & Format,
1473,"an abstract painting of three squares in blue, yellow and red",Arts,Style & Format,
1474,a painting of a cute owl on a box,Arts,Style & Format,
1475,a horse in a field in Minecraft style,Animals,Style & Format,
1476,a drawing of a pig face with an eye patch,Illustrations,Style & Format,
1477,a drawing of a hammer,Illustrations,Style & Format,
1478,a drawing of a screwdriver,Illustrations,Style & Format,
1479,a drawing of a handsaw,Illustrations,Style & Format,
1480,a drawing of a power drill,Illustrations,Style & Format,
1481,a cloud in the shape of a teacup,Outdoor Scenes,Style & Format,
1482,a cloud in the shape of a elephant,Outdoor Scenes,Style & Format,
1483,a cloud in the shape of a castle,Outdoor Scenes,Style & Format,
1484,a footprint shaped like a peanut,Artifacts,Style & Format,
1485,a drawing of a stork playing a violin,Illustrations,Style & Format,
1486,The Statue of Liberty in Minecraft,World Knowledge,Style & Format,
1487,An oil painting of the Statue of Liberty,World Knowledge,Style & Format,
1488,An abstract painting of the Statue of Liberty,World Knowledge,Style & Format,
1489,a diagram of brain function,Illustrations,Style & Format,
1490,a diagram of the human digestive system,Illustrations,Style & Format,
1491,a diagram of a suburban house,Illustrations,Style & Format,
1492,a stop sign with a blue background,Artifacts,Style & Format,
1493,a painting of a sport car in the style of Monet,Arts,Style & Format,
1494,a painting of a sport car in the style of Dali,Arts,Style & Format,
1495,a drawing of a space shuttle in the style of da Vinci,Arts,Style & Format,
1496,a coloring book page of a horse next to a stream,Artifacts,Style & Format,
1497,a sketch of a horse,Illustrations,Style & Format,
1498,a sketch of a skyscraper,Illustrations,Style & Format,
1499,a sketch of a train,Illustrations,Style & Format,
1500,a sketch of a camel next to a stream,Illustrations,Style & Format,
1501,a diagram of the star constellations,Illustrations,Style & Format,
1502,a thumbnail image of an ice cream cone,Illustrations,Style & Format,
1503,a thumbnail image of a horse and cart,Illustrations,Style & Format,
1504,background pattern with alternating roses and skulls,Illustrations,Style & Format,
1505,graffiti of a funny dog on a street wall,Illustrations,Style & Format,
1506,graffiti of a rocket ship on a brick wall,Illustrations,Style & Format,
1507,a watercolor painting of a snowy owl standing in a grassy field,Arts,Style & Format,
1508,a cute illustration of a horned owl with a graduation cap and diploma,Illustrations,Style & Format,
1509,a cardboard spaceship,Vehicles,Style & Format,
1510,the flag of the United Kingdom painted in rusty corrugated iron,World Knowledge,Style & Format,
1511,a diagram of the solar system,Illustrations,Style & Format,
1512,a drawing of a pint of beer on a brick wall,Illustrations,Style & Format,
1513,an abstract painting of the lights at Times Square,World Knowledge,Style & Format,
1514,an abstract drawing of the Great Wall,World Knowledge,Style & Format,
1515,a diagram of the Great Wall,World Knowledge,Style & Format,
1516,a map showing the Great Wall,World Knowledge,Style & Format,
1517,a still life painting of a pair of shoes,Artifacts,Style & Format,
1518,an impressionist painting of the geyser Old Faithful,World Knowledge,Style & Format,
1519,a diagram of how the geyser Old Faithful works,World Knowledge,Style & Format,
1520,an abstract painting of the Great Pyramid,World Knowledge,Style & Format,
1521,a diagram of the inside of the Great Pyramid,World Knowledge,Style & Format,
1522,the silhouette of the Milllenium Wheel at dusk,World Knowledge,Style & Format,
1523,a painting of ten children on a couch,People,Style & Format,
1524,a painting of a man standing on a street corner,People,Style & Format,
1525,a painting of a man standing under a tree,People,Style & Format,
1526,a drawing of a man standing under a tree,People,Style & Format,
1527,a cartoon of a man standing under a tree,People,Style & Format,
1528,a comic about a boy going to school,People,Style & Format,
1529,a comic about a girl going to a farm,People,Style & Format,
1530,a comic about a boy and a tiger,People,Style & Format,
1531,a comic about a family on a road trip,People,Style & Format,
1532,a comic about a father and a son playing tennis,People,Style & Format,
1533,a cartoon of a boy playing with a tiger,People,Style & Format,
1534,the mona lisa,People,Style & Format,
1535,a painting of the Mona Lisa with a frown,People,Style & Format,
1536,a painting of the Mona Lisa with New York City behind her,People,Style & Format,
1537,the Mona Lisa in the style of Minecraft,People,Style & Format,
1538,a thumbnail image of a person skiing,People,Style & Format,
1539,a thumbnail image of a gingerbread man,Illustrations,Style & Format,
1540,the cover of The Beatle's album Revolver,World Knowledge,Style & Format,
1541,"the saying ""BE EXCELLENT TO EACH OTHER"" on a rough wall with a graffiti image of a green alien wearing a tuxedo.",Outdoor Scenes,Writing & Symbols,
1542,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",World Knowledge,Writing & Symbols,
1543,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. charcoal sketch,Animals,Writing & Symbols,
1544,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. child's crayon drawing,Animals,Writing & Symbols,
1545,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. Chinese ink and wash painting,Animals,Writing & Symbols,
1546,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. color ink-and-wash drawing,Animals,Writing & Symbols,
1547,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. comic book illustration,Animals,Writing & Symbols,
1548,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. marble statue,Animals,Writing & Symbols,
1549,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. oil painting,Animals,Writing & Symbols,
1550,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. photograph,Animals,Writing & Symbols,
1551,Portrait of a tiger wearing a train conductor's hat and holding a skateboard that has a yin-yang symbol on it. woodcut,Animals,Writing & Symbols,
1552,"Two cups of coffee, one with latte art of a map of United States. The other has latte art of a map of Africa.",World Knowledge,Writing & Symbols,
1553,"Two cups of coffee, one with latte art of a lovely princess. The other has latte art of a frog.",Food & Beverage,Writing & Symbols,
1554,"Two cups of coffee, one with latte art of a heart. The other has latte art of stars.",Food & Beverage,Writing & Symbols,
1555,"Two cups of coffee, one with latte art of the Eiffel tower. The other has latte art of the Statue of Liberty.",Food & Beverage,Writing & Symbols,
1556,A sign that says Deep Learning,Artifacts,Writing & Symbols,
1557,"A bar of chocolate without a wrapper that has the word ""WRAPPER"" printed on it.",Artifacts,Writing & Symbols,
1558,"A glass of red wine tipped over on a couch, with a stain that writes ""OOPS"" on the couch.",Indoor Scenes,Writing & Symbols,
1559,"Two cups of coffee, one with latte art of yin yang symbol. The other has latte art of a heart.",Food & Beverage,Writing & Symbols,
1560,G I G G L E painted in thick colorful lettering as graffiti on a faded red brick wall with a splotch of exploding white paint.,Illustrations,Writing & Symbols,
1561,"high-contrast image of the word ""WOMBAT"" written with thick colored graffiti letters on a white wall with dramatic splashes of paint",Illustrations,Writing & Symbols,
1562,A plush monkey fording the Charles River on a log while wearing a Boston Red Sox hat with MIT in the background.,World Knowledge,Writing & Symbols,
1563,"the letters P A X forming a very simple outline of an elephant's shape.  the elephant is facing left. vector art, orange logo.",Illustrations,Writing & Symbols,
1564,"A burger patty, with the bottom bun and lettuce and tomatoes. ""COFFEE"" written on it in mustard",Food & Beverage,Writing & Symbols,
1565,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",Artifacts,Writing & Symbols,
1566,"The saying ""BE EXCELLENT TO EACH OTHER"" written in a stained glass window.",Illustrations,Writing & Symbols,
1567,"The saying ""BE EXCELLENT TO EACH OTHER"" written in faded paint on the hull of an old wooden boat and reflected in the water. Wide-angle lens.",Illustrations,Writing & Symbols,
1568,"The saying ""BE EXCELLENT TO EACH OTHER"" written on a red brick wall with a graffiti image of a green alien wearing a tuxedo. A yellow fire hydrant is on a sidewalk in the foreground.",Illustrations,Writing & Symbols,
1569,"The saying ""BE EXCELLENT TO EACH OTHER"" written with carved letters on driftwood.",Illustrations,Writing & Symbols,
1570,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,Vehicles,Writing & Symbols,
1571,A portrait photo of a kangaroo wearing an orange hoodie and blue sunglasses standing on the grassin front of the Sydney Opera House holding a sign on the chest that says Welcome Friends!,World Knowledge,Writing & Symbols,
1572,"Anime illustration of a kangaroo holding a sign that says ""Starry Night"", in front of the Sydney Opera House sitting next to the Eiffel Tower under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",World Knowledge,Writing & Symbols,
1573,"a group of cats in a meeting. there is a whiteboard with ""stack more layers"" written on it.",Indoor Scenes,Writing & Symbols,
1574,"A high contrast portrait photo of a fluffy hamster wearing an orange beanie and sunglasses holding a sign that says ""Let's PAINT!""",Animals,Writing & Symbols,
1575,"a cartoon of a dog saying ""I see what you did there""",Animals,Writing & Symbols,
1576,"a robot holding a sign with ""Let's PAINT!"" written on it",Artifacts,Writing & Symbols,
1577,a dog wearing a baseball cap backwards and writing BONEZ on a chalkboard,Animals,Writing & Symbols,
1578,graffiti spelling BE KIND on white subway tile,Illustrations,Writing & Symbols,
1579,"a grumpy porcupine handing a check for $10,000 to a smiling peacock",Animals,Writing & Symbols,
1580,a boat with 'BLUE GROOVE' written on its hull,Vehicles,Writing & Symbols,
1581,a store front that has the word ‘openai’ written on it.,Outdoor Scenes,Writing & Symbols,DALL-E
1582,a laptop with a maze sticker on it,Artifacts,Writing & Symbols,
1583,a yellow t-shirt with a dog on it,Artifacts,Writing & Symbols,
1584,a blue t-shirt with a dinosaur on it,Artifacts,Writing & Symbols,
1585,a bowl with a dinosaur on it,Artifacts,Writing & Symbols,
1586,a bowl with a cartoon dinosaur on it,Artifacts,Writing & Symbols,
1587,a flag with a dinosaur on it,Illustrations,Writing & Symbols,
1588,a flag with a drawing of a dinosaur on it,Artifacts,Writing & Symbols,
1589,a flag with three vertical stripes,Illustrations,Writing & Symbols,
1590,"a flag with three vertical stripes that are blue, white and red",Illustrations,Writing & Symbols,
1591,a white towel with a cartoon of a cat on it,Artifacts,Writing & Symbols,
1592,a black towel with a cartoon of a dog on it,Artifacts,Writing & Symbols,
1593,a yellow wall with the word KA-BOOM on it,Artifacts,Writing & Symbols,
1594,a cat sitting on a box with a drawing of an elephant on it,Animals,Writing & Symbols,
1595,the word 'mardefly' on a coffee mug,Artifacts,Writing & Symbols,
1596,a stop sigh with 'ALL WAY' written below it,Artifacts,Writing & Symbols,
1597,a sticker stuck in the middle of a stop sign,Artifacts,Writing & Symbols,
1598,world's best brother t-shirt,Artifacts,Writing & Symbols,
1599,the cover of a book called 'Backpropaganda' by I.C. Gradients,Illustrations,Writing & Symbols,
1600,the saying 'do unto others as they would do unto you' written on a white background,Artifacts,Writing & Symbols,
1601,a t-shirt with Carpe Diem written on it,Artifacts,Writing & Symbols,
1602,a sweatshirt with 'Batch Norm' written on it,Artifacts,Writing & Symbols,
1603,a yellow sticky note with 'BUY MILK' written on it,Artifacts,Writing & Symbols,
1604,a large open book showing text and an illustration of a cat,Artifacts,Writing & Symbols,
1605,"a yellow wall with 'Hello, world.' written on it",Indoor Scenes,Writing & Symbols,
1606,"a motorcycle parked in an ornate bank lobby with ""BUZZ"" written on its body",Vehicles,Writing & Symbols,
1607,a logo of a wombat on a coffee mug,Artifacts,Writing & Symbols,
1608,a coffee mug with an ankh symbol on it,Artifacts,Writing & Symbols,
1609,a t-shirt with 'ANKH' written on it,Artifacts,Writing & Symbols,
1610,a t-shirt with 'Archaelogy Rocks!' written on it,Artifacts,Writing & Symbols,
1611,a black t-shirt with the peace sign on it,Artifacts,Writing & Symbols,
1612,a store front with 'Grassy Meadow' written on it,Outdoor Scenes,Writing & Symbols,
1613,a store front with 'AwesomePurchase' written on it,Outdoor Scenes,Writing & Symbols,
1614,a laptop screen showing an internet search,Artifacts,Writing & Symbols,
1615,a laptop screen showing a bunch of photographs,Artifacts,Writing & Symbols,
1616,a laptop screen showing a document being edited,Artifacts,Writing & Symbols,
1617,a book with the words 'Don't Panic!' written on it,Artifacts,Writing & Symbols,
1618,the words 'KEEP OFF THE GRASS',Illustrations,Writing & Symbols,
1619,the words 'KEEP OFF THE GRASS' written on a brick wall,Indoor Scenes,Writing & Symbols,
1620,the words 'KEEP OFF THE GRASS' on a black sticker,Illustrations,Writing & Symbols,
